conversation_id,customer_id,tweet_id,timestamp,customer_text,cleaned_text,next_agent_response,message_position,weak_intent
customer_487009,487009,1582163,2017-11-04 16:03:00+00:00,I️ can’t say I️ or it gets replaced via autocorrect what is happening @115858,I️ can’t say I️ or it gets replaced via autocorrect what is happening,@487009 We're happy to help. Take a look here: https://t.co/gKAEL4wRnw,0,keyboard_input
customer_656438,656438,2253423,2017-11-10 21:50:50+00:00,"@AppleSupport I’ll respond and the blue bar will slowly move and stop. I turn off iMessage and nothing. I restart, reset network settings, nothing.","I’ll respond and the blue bar will slowly move and stop. I turn off iMessage and nothing. I restart, reset network settings, nothing.",@656438 Is this happening with all Messages you try to send or only to certain recipients? Are you able to receive messages normally?,2,messaging
customer_453329,453329,1435793,2017-11-02 08:14:58+00:00,This is my life EVERY morning! WHY? @115948 WHY? WHY? WHY? WHY? WHY? WHY? WHY? @AppleSupport WHY? WHY? WHY? WHY? WHY? WHY? https://t.co/u02MlO1YN8,This is my life EVERY morning! WHY? WHY? WHY? WHY? WHY? WHY? WHY? WHY? WHY? WHY? WHY? WHY? WHY? WHY?,@453329 Which device and version of iOS are you using? Check Settings &gt; General &gt; About and let us know in DM. https://t.co/GDrqU22YpT,2,hardware_device
customer_432362,432362,2276939,2017-11-11 13:56:24+00:00,"Hey @115858, please fix this. Kind of insane that one of the most commonly used words in the English language autocorrects into “A?”. Thanks. https://t.co/170APxpWqa","Hey , please fix this. Kind of insane that one of the most commonly used words in the English language autocorrects into “A?”. Thanks.","@432362 We released iOS 11.1. We suggest backing up your device and updating to our latest iOS. After that, we recommend monitoring your device for at least 48hrs. 

This will go over updating: https://t.co/80YRnjDFDk",0,keyboard_input
customer_330863,330863,888060,2017-10-13 23:45:24+00:00,@AppleSupport it keeps saying “no service” or “searching” so my phone will only work when connected to WiFi,it keeps saying “no service” or “searching” so my phone will only work when connected to WiFi,"@330863 Let's get that fixed. If you see No Service or Searching on your iPhone or iPad, follow these steps https://t.co/5KootZbxj1",2,connectivity_calls
customer_667677,667677,2300420,2017-11-12 12:16:24+00:00,@115858 @AppleSupport My 13 month old refurbished Macbook has broken (keyboard &amp; trackpad) - how should I get it fixed?,My 13 month old refurbished Macbook has broken (keyboard &amp; trackpad) - how should I get it fixed?,@667677 We'll do out best to help sort out this issue with your keyboard and trackpad. Can you please tell us specific details of the issue you're seeing? What's the model MacBook and macOS installed?,0,keyboard_input
customer_325311,325311,1086535,2017-10-13 17:54:33+00:00,@AppleSupport Y’al need to turn off this damn Auto-Brightness the shit drained my battery!,Y’al need to turn off this damn Auto-Brightness the shit drained my battery!,@325311 We can help you with the Auto-Brightness. Please go to Settings &gt; Accessibility &gt; Display Accommodations to toggle it off or on.,0,battery_charging
customer_310808,310808,1409727,2017-10-28 18:42:30+00:00,Couldn’t get my order changed. Now it’s “Preparing for shipment”. I had a call set up with @AppleSupport and they never called me!,Couldn’t get my order changed. Now it’s “Preparing for shipment”. I had a call set up with and they never called me!,@310808 We can certainly help. DM us and let us know what country you're located in and what's going on. https://t.co/GDrqU22YpT,2,connectivity_calls
customer_455185,455185,1444439,2017-11-02 13:23:34+00:00,"@AppleSupport also that I'd get a call in 2 minutes from the people who can, 7 minutes later. STILL WAITING","also that I'd get a call in 2 minutes from the people who can, 7 minutes later. STILL WAITING","@455185 If you still haven't received that call, DM us so we can continue to help. https://t.co/GDrqU22YpT",0,connectivity_calls
customer_204371,204371,372918,2017-10-08 22:49:55+00:00,@AppleSupport My iPhone7 is all static during calls and when I plug in headphones any Audio still comes thru the speaks wtf,My iPhone7 is all static during calls and when I plug in headphones any Audio still comes thru the speaks wtf,"@204371 Hi! We got your DM, and we'll work with you from there.",0,connectivity_calls
customer_697413,697413,2429196,2017-11-14 20:02:30+00:00,The new @115858 beta has a bug in Mac Mail. It will crash the program when you try to start a new message. Anyone else experiencing this?,The new beta has a bug in Mac Mail. It will crash the program when you try to start a new message. Anyone else experiencing this?,@697413 We’re here to help. Please DM us the software version you’re using so we can better assist you. https://t.co/GDrqU22YpT,0,messaging
customer_701009,701009,2560445,2017-11-16 16:25:21+00:00,@AppleSupport I need help unlocking my iCloud,I need help unlocking my iCloud,@701009 We'd love to help. Let us know if you've tried the steps provided: https://t.co/HH37urdbz9,0,account_icloud
customer_686591,686591,61383,2017-11-21 22:23:38+00:00,"@AppleSupport Well, I see that you STILL have not addressed HDMI not working on iOS 11 (all Apps, not just some paid apps, like you claim). Are you going to address it, or do I go to my state's Attorney General and the media for redress?","Well, I see that you STILL have not addressed HDMI not working on iOS 11 (all Apps, not just some paid apps, like you claim). Are you going to address it, or do I go to my state's Attorney General and the media for redress?",@686591 We'd be happy to do what we can to assist. Please DM us the device model and exact version of iOS 11 running: https://t.co/GDrqU2kzhr,0,software_update
customer_433374,433374,1343635,2017-10-27 13:16:21+00:00,. @ATT and @AppleSupport can you guys help me out with why my $800 devices can’t hold phone calls? Dropped a call to 911 last week.,. and can you guys help me out with why my $800 devices can’t hold phone calls? Dropped a call to 911 last week.,@433374 We know how important it is to be able to make calls. Which device and software version are you using?,0,connectivity_calls
customer_454907,454907,1443397,2017-11-02 04:16:20+00:00,Why can’t @188 use The Safari (browser) in Mac to make voice calls? Any comments @AppleSupport,Why can’t use The Safari (browser) in Mac to make voice calls? Any comments,@454907 We’d be glad to help get to the bottom of this. Can you start by letting us know more via DM? https://t.co/GDrqU22YpT,0,connectivity_calls
customer_523244,523244,2312126,2017-11-12 22:00:00+00:00,"@AppleSupport no my phone is not still connected to the computer , there are no other prompts from iTunes 
I have tried to plug my phone back into computer and reset my phone to a brand new phone and still getting the same message","no my phone is not still connected to the computer , there are no other prompts from iTunes I have tried to plug my phone back into computer and reset my phone to a brand new phone and still getting the same message",@523244 Got it. Are you putting your iPhone in to recovery mode before restoring it per the steps in this article? https://t.co/iYLZzFD8qZ Let us know via a DM. We’ll keep moving from there. https://t.co/GDrqU22YpT,2,messaging
customer_235831,235831,505207,2017-12-02 03:18:17+00:00,@AppleSupport but this isnt just one app though? i tried force restart and even updating the ios because i thought its os problem but even after i updated it wouldnt stop crashing and showing loading wheel and redirecting to password screen,but this isnt just one app though? i tried force restart and even updating the ios because i thought its os problem but even after i updated it wouldnt stop crashing and showing loading wheel and redirecting to password screen,@235831 We'd like to look into this further with you. What is the country in which you're located? DM us here to let us know: https://t.co/GDrqU2kzhr,2,software_update
customer_216874,216874,428336,2017-10-10 07:16:48+00:00,Dear @AppleSupport phone calls don’t switch to Speaker on ios11 😡,Dear phone calls don’t switch to Speaker on ios11 😡,@216874 We're happy to help. DM us which version of iOS 11 you're using and we'll get started. https://t.co/GDrqU22YpT,0,connectivity_calls
customer_805162,805162,2908041,2017-11-29 13:50:15+00:00,"@AppleSupport Hi, thanks. Yes, I have received an email confirming the request and that it’s ready for recovery. I follow the steps, enter my security info and enter the code sent via text msg. It then says info on how to recover the account will be texted to me but I don’t receive anything.","Hi, thanks. Yes, I have received an email confirming the request and that it’s ready for recovery. I follow the steps, enter my security info and enter the code sent via text msg. It then says info on how to recover the account will be texted to me but I don’t receive anything.",@805162 Thanks for the additional info. Let's take a closer look into this in DM. Send us a message and we'll follow up there. https://t.co/GDrqU22YpT,2,account_icloud
customer_407240,407240,1224355,2017-11-03 16:55:04+00:00,@AppleSupport Is it possible to buy an Iphone X without carrier on your website ? Will it be possible if it isn't ?,Is it possible to buy an Iphone X without carrier on your website ? Will it be possible if it isn't ?,@407240 That's a question best suited for our Sales team. You can reach out to them here: https://t.co/8yjRd1Xo0i,0,connectivity_calls
customer_184226,184226,286382,2017-10-06 09:27:41+00:00,"Don’t know what @AppleSupport have done to my iPhone but I’ve lost 30% battery in just over 1 hour, not used it any more than normal 🙄","Don’t know what have done to my iPhone but I’ve lost 30% battery in just over 1 hour, not used it any more than normal 🙄",@184226 Have you had a chance yet to update to iOS 11.0.2? This will help you back up and update if not: https://t.co/80YRnjDFDk,0,battery_charging
customer_790015,790015,2838705,2017-11-27 15:23:33+00:00,"@AppleSupport I have a laptop that was bought in 2011, and I had an explosion 10 months ago with a battery explosion. I went to the Apple branch in Dubai Mall and told me to wait for 5 hours. Now when you enter, I can not fix the machine.","I have a laptop that was bought in 2011, and I had an explosion 10 months ago with a battery explosion. I went to the Apple branch in Dubai Mall and told me to wait for 5 hours. Now when you enter, I can not fix the machine.",@790015 That's a concern we certainly want to address with you. Please DM us so that we can take a closer look into this together. https://t.co/GDrqU22YpT,0,battery_charging
customer_680767,680767,2356512,2017-11-16 15:23:09+00:00,@AppleSupport I simple looked for the game apps that I had grouped together but they are no longer showing on my phone with the other apps,I simple looked for the game apps that I had grouped together but they are no longer showing on my phone with the other apps,@680767 Send us a DM please. Let us know more details and include the country you're in please. https://t.co/GDrqU22YpT,4,connectivity_calls
customer_285035,285035,690722,2017-10-05 20:24:09+00:00,@285035 @AppleSupport This arrived on my IPhone ten mins ago soon after installing IOS 11.0.2. WTF! is going on Apple? https://t.co/kVbgbgOkg4,This arrived on my IPhone ten mins ago soon after installing IOS 11.0.2. WTF! is going on Apple?,@285035 Did this appear while you were using Safari? Let us know in DM. https://t.co/GDrqU22YpT,0,software_update
customer_666583,666583,2295675,2017-11-12 19:58:16+00:00,@AppleSupport every other day my account is being locked. Been going on for way too long. Sort this out,every other day my account is being locked. Been going on for way too long. Sort this out,@666583 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,0,account_icloud
customer_220960,220960,447381,2017-11-30 19:58:27+00:00,My apple pencil does the opposite of charging when I plug it in #unimpressed @AppleSupport https://t.co/91oCkU12XF,My apple pencil does the opposite of charging when I plug it in #unimpressed,"@220960 Let's get your Apple Pencil charging correctly. Has this always occurred or did it start after changing a setting, installing a new app, etc?

Which iPad model do you have and which exact iOS version number is installed?",0,battery_charging
customer_417429,417429,2558653,2017-11-16 17:07:56+00:00,@AppleSupport Anytime I try to send a SMS message it wont send. What can I do to fix it?,Anytime I try to send a SMS message it wont send. What can I do to fix it?,@417429 What's the error message that you see when you try to send a picture message?,6,messaging
customer_502071,502071,1642555,2017-11-05 20:01:09+00:00,@AppleSupport fix your damn keyboard please.,fix your damn keyboard please.,@502071 We want to help. What issue are you running into?,0,keyboard_input
customer_580649,580649,1956648,2017-10-30 17:27:24+00:00,"@AppleSupport my iphone 7 doesn’t work well after updated to ios 11.0.3. Batt draining faster than before, speaker does not work neither!","my iphone 7 doesn’t work well after updated to ios 11.0.3. Batt draining faster than before, speaker does not work neither!",@580649 We're here for you. Please DM us and let us know all about what you're experiencing since the update. https://t.co/GDrqU22YpT,0,software_update
customer_187126,187126,298504,2017-10-06 16:29:23+00:00,"@AppleSupport if you install High Sierra via a USB stick, Bluetooth doesn’t work. Very, very, very annoying problem. https://t.co/cn4UNsHeSp","if you install High Sierra via a USB stick, Bluetooth doesn’t work. Very, very, very annoying problem.",@187126 We'd be happy to look into what's going on. Which Mac are you using?,0,connectivity_calls
customer_566243,566243,1900054,2017-10-18 06:53:42+00:00,@AppleSupport hơ to contact you for AppleID features?,hơ to contact you for AppleID features?,"@566243 To submit feature requests and feedback, please visit us here:  https://t.co/eTPVYVFyd8",0,account_icloud
customer_193134,193134,323833,2017-10-07 09:03:10+00:00,"When the new ios update comes out and your iPhone now a acts like a windows pc with a virus. 😭😩 Whyyyyyyyyy?? My touchscreen is so jumpy. 

#ios1102 @115858 @AppleSupport",When the new ios update comes out and your iPhone now a acts like a windows pc with a virus. 😭😩 Whyyyyyyyyy?? My touchscreen is so jumpy. #ios1102,@193134 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,0,software_update
customer_636493,636493,2169756,2017-11-09 04:06:30+00:00,@115858 I️t..... I just want to type it! And not select I️t from autocorrect @AppleSupport,I️t..... I just want to type it! And not select I️t from autocorrect,@636493 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0,keyboard_input
customer_302197,302197,762567,2017-10-11 20:21:03+00:00,@302198 @AppleSupport Nope it’s a 6s. I have double battery and can’t even make it a day. @AppleSupport,Nope it’s a 6s. I have double battery and can’t even make it a day.,@302197 We're more than happy to look into this with you. Meet us in DM and we'll go from there. https://t.co/GDrqU22YpT,0,battery_charging
customer_602207,602207,2036837,2017-10-18 22:06:44+00:00,Dear @115858 this is the charger that came with my phone so not sure why it wouldn’t be supported but kindly back off… I’m frustrated 🙄 https://t.co/gES7VrO6J3,Dear this is the charger that came with my phone so not sure why it wouldn’t be supported but kindly back off… I’m frustrated 🙄,"@602207 We'd like to help. What kind of phone do you have? Also, when did you first notice this issue?",0,battery_charging
customer_221543,221543,449557,2017-11-30 20:35:08+00:00,Dear @115858 you need to fix whatever needs to be done to the keyboard I’m tired of the predictions doing their own thing and having these weird markings and everything else,Dear you need to fix whatever needs to be done to the keyboard I’m tired of the predictions doing their own thing and having these weird markings and everything else,@221543 Thanks for reaching out. Let's partner together on DM to resolve this matter. https://t.co/GDrqU22YpT,0,keyboard_input
customer_551658,551658,2071948,2017-10-07 16:22:59+00:00,@AppleSupport Even after the most recent update it still does this. https://t.co/6y4FB2HNjK,Even after the most recent update it still does this.,@551658 Let's get your Home screen working right. DM us with the country in which you're located. We'll go from there: https://t.co/GDrqU22YpT,0,software_update
customer_472118,472118,1517715,2017-09-26 03:53:53+00:00,@AppleSupport I do everything still can't to activate from iTunes or Sim card,I do everything still can't to activate from iTunes or Sim card,"@472118 Thanks, let's move to DM for a closer look. Do you receive the same error message each time? https://t.co/GDrqU22YpT",2,connectivity_calls
customer_406354,406354,1220489,2017-11-25 19:12:10+00:00,iOS 11.1 destroyed my iPhone 6 so hard that i’m fully considering switching to android. Great move @115858,iOS 11.1 destroyed my iPhone 6 so hard that i’m fully considering switching to android. Great move,"@406354 We'd like to help. Tell us in DM what's going on with your iPhone 6, and we'll continue there. https://t.co/GDrqU22YpT",0,software_update
customer_627031,627031,2130322,2017-11-08 18:56:25+00:00,@AppleSupport son was using my Apple ID. Now I have iPhone again. How can I get him off my ID without him losing everything. I have all his contacts and photos on my phone,son was using my Apple ID. Now I have iPhone again. How can I get him off my ID without him losing everything. I have all his contacts and photos on my phone,@627031 Let's look in to your options together. Please DM us about this issue and let's work together there. https://t.co/GDrqU22YpT,0,account_icloud
customer_607707,607707,2054781,2017-10-06 13:44:02+00:00,@AppleSupport I don’t think the character limit is long enough 😉 pretty much not much is good anymore. Battery life rubbish. Apps slow.,I don’t think the character limit is long enough 😉 pretty much not much is good anymore. Battery life rubbish. Apps slow.,@607707 Here are some ways to maximize your battery life: https://t.co/GYl26Hpfak DM us if the issue continues. We'll help. https://t.co/GDrqU22YpT,2,battery_charging
customer_526410,526410,1745969,2017-11-07 13:09:30+00:00,@AppleSupport why do my messages show like this whenever anyone types the word “I️”. I️ have the latest update. https://t.co/p2syrpiobe,why do my messages show like this whenever anyone types the word “I️”. I️ have the latest update.,@526410 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0,messaging
customer_455496,455496,1445769,2017-10-16 18:57:58+00:00,"@AppleSupport I can’t purchase anything since I upgraded my software, it keeps asking for a billing address which is provided. #Frustrated https://t.co/gA1URWDINt","I can’t purchase anything since I upgraded my software, it keeps asking for a billing address which is provided. #Frustrated",@455496 We've received your DM and will respond to you there shortly.,0,purchases_billing
customer_770598,770598,2752737,2017-11-21 00:46:47+00:00,@AppleSupport why would I need to verify my iCloud TWICE if I already know the password! I want my iCloud BACK!,why would I need to verify my iCloud TWICE if I already know the password! I want my iCloud BACK!,"@770598 That is certainly not the experience that we wanted you to have with your Apple ID, and we are going to do everything we can to help you. When you have a free moment, please contact our Apple ID account specialists here for support: https://t.co/UJm15vmMM2",0,account_icloud
customer_311212,311212,802464,2017-10-12 15:44:35+00:00,"Note to self: never again update your @115858 iphone 6 if you still want to make calls. Clearly, there is a flaw that kills that function.","Note to self: never again update your iphone 6 if you still want to make calls. Clearly, there is a flaw that kills that function.","@311212 We're here to help. To better assist, what currently happens when you attempt to make a call?",0,connectivity_calls
customer_384802,384802,1716581,2017-11-06 23:19:20+00:00,Hi @AppleSupport I have turned off wifi from control centre but why it is still turn on in setting. iPhone SE iOs 11.1 https://t.co/LjaU8CZs1J,Hi I have turned off wifi from control centre but why it is still turn on in setting. iPhone SE iOs 11.1,"@384802 This is expected behavior in iOS 11. For more info, check out: https://t.co/G7BHuQnDS6",2,software_update
customer_208990,208990,392675,2017-10-11 01:03:28+00:00,"@AppleSupport yeah when i’m talking on the phone normally but if i want to put it on speaker phone, it doesn’t work. also my phone freezes multiple times","yeah when i’m talking on the phone normally but if i want to put it on speaker phone, it doesn’t work. also my phone freezes multiple times",@208990 Thank you for that information. Let's take a look at this together in DM. https://t.co/GDrqU22YpT,4,hardware_device
customer_731070,731070,2578715,2017-11-16 20:34:46+00:00,"Pues las actualizaciones de iOS 11 van a peor, de ir lento el teclado a ir lento el teclado y durarme la batería 4 horas 👏👏 @AppleSupport","Pues las actualizaciones de iOS 11 van a peor, de ir lento el teclado a ir lento el teclado y durarme la batería 4 horas 👏👏",@731070 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3w3RGR or join https://t.co/OczyRxpjG0,0,software_update
customer_386465,386465,1130686,2017-10-14 15:56:38+00:00,My iPhone headphones are being glitchy and skipping/pausing music while walking. Any ideas? Can I return them to @AppleSupport ?,My iPhone headphones are being glitchy and skipping/pausing music while walking. Any ideas? Can I return them to ?,"@386465 Let's help! Are these the original EarPods that came inside the box with your iPhone, or a different pair?",0,hardware_device
customer_165920,165920,1363246,2017-10-27 19:24:22+00:00,@AppleSupport my Apple Battery case is wearing weird. Can you help. https://t.co/U4inQVZilR,my Apple Battery case is wearing weird. Can you help.,@165920 Let's assist you with this one. Which country are you contacting us from? DM us here: https://t.co/GDrqU22YpT,0,battery_charging
customer_433168,433168,1342772,2017-10-16 10:07:28+00:00,"Yoooo @AppleSupport ever since the update my WiFi wants to work every now and then! Everything else in the house works, my phone doesn’t! https://t.co/FkzUM8byoF","Yoooo ever since the update my WiFi wants to work every now and then! Everything else in the house works, my phone doesn’t!",@433168 We're here to help. Can you give us some more details? Is it connected to your network and just not getting internet access?,0,software_update
customer_464218,464218,1482438,2017-11-03 01:21:58+00:00,@115858 how could our search algorithm be so bad.  I’m trying to use #spotlight to find the App Store https://t.co/gGQ7uMcp60,how could our search algorithm be so bad. I’m trying to use #spotlight to find the App Store,@464218 Let's look into this further. Do you have Suggestions in Search or in Look Up enabled in Settings &gt; Siri &amp; Search currently?,0,apps_services
customer_160274,160274,188642,2017-10-04 16:02:02+00:00,@AppleSupport since iOS 11 my speaker phone for calls seems to be very low volume for some reason. Any fix for that?,since iOS 11 my speaker phone for calls seems to be very low volume for some reason. Any fix for that?,@160274 Let's work together to determine what might be causing that issue. Is the same behavior happening with music volume?,0,connectivity_calls
customer_582720,582720,1965990,2017-10-18 16:35:50+00:00,"@115858 @AppleSupport please fix the issue where iOS 11 drains your battery life faster than iOS 10! Since I updated to 11 my battery drains at least twice as fast! iOS 10 was great, charge once and I’d be good all day!","please fix the issue where iOS 11 drains your battery life faster than iOS 10! Since I updated to 11 my battery drains at least twice as fast! iOS 10 was great, charge once and I’d be good all day!","@582720 Let's team up to put some charge back into your iPhone. To start, check out these tips: https://t.co/BGb00taxed",0,battery_charging
customer_695779,695779,2499277,2017-11-15 18:43:43+00:00,Can’t go 10 minutes without my phone freezing/crashing plus the battery situation is a mess..this close to converting to a samsung @AppleSupport https://t.co/dz7A0sZbIX,Can’t go 10 minutes without my phone freezing/crashing plus the battery situation is a mess..this close to converting to a samsung,"@695779 Your iPhone is important to you; we'll do all we can to help. To get started, let us know what iOS version is currently installed in DM. We'll continue from there: https://t.co/GDrqU22YpT",2,battery_charging
customer_512921,512921,1689344,2017-11-06 17:42:29+00:00,@AppleSupport I literally entered my password correctly to sign into iCloud online and I’ve been locked out of my account - why ??,I literally entered my password correctly to sign into iCloud online and I’ve been locked out of my account - why ??,@512921 We’d recommend reaching out to our Apple ID team for any Apple ID inquires. You can get started here: https://t.co/UJm15vmMM2,0,account_icloud
customer_505934,505934,1658239,2017-11-06 02:49:13+00:00,@115858 @AppleSupport I updated my iPhone and I still see all these stupid ? BOXES! WHYYYYY? 🙄🙄🙄 https://t.co/9FdTGAdgoS,I updated my iPhone and I still see all these stupid ? BOXES! WHYYYYY? 🙄🙄🙄,@505934 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0,software_update
customer_662337,662337,2277641,2017-11-11 18:57:04+00:00,@AppleSupport iMessage on iPhone X,iMessage on iPhone X,"@662337 Thank you. If you start a new message and add the same people, do you see the text you were typing in the text field? Also, is there a conversation history with this same group of people?",2,messaging
customer_150605,150605,151521,2017-11-24 14:09:38+00:00,"@AppleSupport when is the ""it"" autocorrect bug going to be squashed?? It's been around since I=A in 11.0 https://t.co/zNS1yHex7C","when is the ""it"" autocorrect bug going to be squashed?? It's been around since I=A in 11.0","@150605 We recently released an update to address this. Have you had a chance as of yet to update your device? If not, backup your device, then give that update a go and let us know if you see a change afterwards.",0,keyboard_input
customer_198627,198627,346989,2017-10-07 23:03:19+00:00,Trying to create my son an Apple ID for his new iPhone and the Apple website isn’t working 😒 really apple  @AppleSupport,Trying to create my son an Apple ID for his new iPhone and the Apple website isn’t working 😒 really apple,@198627  We'd love to look into this with you. Are you using the iPhone to create the Apple ID or are you on a computer?,0,account_icloud
customer_544808,544808,1813508,2017-10-15 05:09:45+00:00,"So my phone deleted all my messages, my contacts, logged me out of all my twitter accounts and now I can't access my banks?? @115858","So my phone deleted all my messages, my contacts, logged me out of all my twitter accounts and now I can't access my banks??",@544808 Hi there. We'd love to help out. Please send us a DM and tell us what version of iOS you're on. We'll meet you there. https://t.co/GDrqU22YpT,0,messaging
customer_442248,442248,2401549,2017-10-20 05:31:22+00:00,@AppleSupport iPhone 96% to 0% in about 3 hours. New record.,iPhone 96% to 0% in about 3 hours. New record.,@442248 We know how important battery life is. Join us in DM. We'll look into this there. Click here: https://t.co/GDrqU22YpT,0,hardware_device
customer_622414,622414,2109775,2017-11-08 12:14:30+00:00,"@AppleSupport my phone continues to go on do not disturb by itself, causing me to miss calls and text!","my phone continues to go on do not disturb by itself, causing me to miss calls and text!",@622414 We know how important calls and text can be and are here to help. When did you first notice this issue?,0,connectivity_calls
customer_190290,190290,667056,2017-11-23 04:07:38+00:00,@AppleSupport Yes Battery stopped Ola ratio 1 long duration I do not know the reason Shipping and cable Original Apple charger! ☺️👇🏼 https://t.co/IBPO5REZk9,Yes Battery stopped Ola ratio 1 long duration I do not know the reason Shipping and cable Original Apple charger! ☺️👇🏼,@190290 Let's look at this concern further. Send us a DM with your iPhone model; we'll join you there. https://t.co/GDrqU22YpT,2,battery_charging
customer_624011,624011,2117159,2017-11-08 04:59:29+00:00,Really annoyed with this autocorrect from turning the personal pronoun into I️ @115858,Really annoyed with this autocorrect from turning the personal pronoun into I️,@624011 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0,keyboard_input
customer_391896,391896,2616602,2017-11-17 06:40:15+00:00,"@AppleSupport 2 things that still drive me made in IOS 11! 

1) please stop automatically turning the Bluetooth on.

2) please stop the camera defaulting to ‘live photo’ even when I turn it off! 

Yours - Most iPhone users. 

🤯🤬",2 things that still drive me made in IOS 11! 1) please stop automatically turning the Bluetooth on. 2) please stop the camera defaulting to ‘live photo’ even when I turn it off! Yours - Most iPhone users. 🤯🤬,"@391896 We're happy to help out. To clarify, which exact iOS version do you have installed?  Regarding Bluetooth this is expected, as outlined here: https://t.co/G7BHuQnDS6.

When taking non-live photos, be sure you're tapping the icon at the top of the camera app.",0,connectivity_calls
