example_id,tweet_id,customer_text,next_agent_response,gold_intent,gold_action,gold_reason,model_intent,model_confidence,evidence_level,top_similarity,model_action,model_reason,model_reply,evidence_count,top_evidence_customer,top_evidence_response
gold_072,1910804,".@AppleSupport Quickly type in any three numbers in the #iOS11 calculator. i.e. 1+2+3, you will not get 6 or any other correct val! Tested? https://t.co/DOeNpjKP5W",@223740 We'd like to look into this with you. Meet us in DM and let us know which device you're using the calculator on. https://t.co/GDrqU22YpT,apps_services,auto_handle,Application or Apple service functionality issue.,software_update,0.2514,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold. Software-update issues require higher classification confidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,".@AppleSupport Quickly type in any three numbers in the #iOS11 calculator. i.e. 1+2+3, you will not get 6 or any other correct val! Tested? https://t.co/DOeNpjKP5W",@223740 We'd like to look into this with you. Meet us in DM and let us know which device you're using the calculator on. https://t.co/GDrqU22YpT
gold_073,248728,"@AppleSupport Every app tried it with updating -Asphalt 8 , google maps, And downloading-Xe currency,bad piggies and YouTube","@175087 Have you tried restarting your device and trying again? Also, what's the exact iOS version installed?",apps_services,auto_handle,Application or Apple service functionality issue.,hardware_device,0.3177,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,"@AppleSupport Every app tried it with updating -Asphalt 8 , google maps, And downloading-Xe currency,bad piggies and YouTube","@175087 Have you tried restarting your device and trying again? Also, what's the exact iOS version installed?"
gold_077,1828295,"@AppleSupport on my phone, in Safari, it doesn’t want to let me copy, paste or search into the address bar at the top. Help!",@203476 Thank you for reaching out to us. We'd like to look into this with you. Please DM us the device you are using. https://t.co/GDrqU22YpT,apps_services,auto_handle,Application or Apple service functionality issue.,hardware_device,0.2191,weak,0.2358,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport what’s the deal with the white bar at the top of my screen? https://t.co/395oSDn15r,@712214 Thanks for reaching out. May we ask if you're seeing this in all apps or only a specific number of apps?
gold_080,2756844,@AppleSupport @115858 so why should I download this if I don’t have an X? https://t.co/JLBtkqhnxa,"@771554 Great question! We're happy to answer. While the highlights of the updates are provided in the overview, it is not an exhaustive list of all fixes that will be included in an iOS update. Keeping your device up-to-date will ensure the best performance and security.",software_update,auto_handle,Issue is directly related to an operating-system update or version.,hardware_device,0.3589,moderate,0.3069,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport please advise if I don’t have a computer? https://t.co/ZXvWwGWk1M,@312177 Thanks for reaching out. You can't use iTunes Wi-Fi Sync without a computer. Read more here: https://t.co/048FvsiWf8
gold_090,2038197,"@AppleSupport iOS 11 Apple Music is supposed to notify about new music releases, but I'm still not getting any. How to enable this? https://t.co/7aUQ6kHY2F","@303126 Hi, have you checked in Settings &gt; Notifications &gt; Music, to see if you're all set up? DM us back, we'll look into this there. https://t.co/GDrqU22YpT",apps_services,auto_handle,Application or Apple service functionality issue.,software_update,0.4361,weak,0.2044,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,Hey @115858. Fix your iOS. Bluetooth is supposed to work.,@575292 We want to assist you with any Bluetooth issues you're experiencing. Please meet us in DM so we can help you out! https://t.co/GDrqU22YpT
gold_098,2397963,@AppleSupport how do I fix this? I’m in Bandar Seri Begawan yet the times are off by a minute. https://t.co/ngwpC4zERd,"@690113 Lets check it out together. What device do you own and iOS version are you currently running? Has the device been restarted? Is the time set to ""Set Automatically""? Meet us in DM with your response https://t.co/GDrqU22YpT",apps_services,auto_handle,Application or Apple service functionality issue.,hardware_device,0.5373,moderate,0.3501,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport how do I fix the i problem?,"@201706 This issue was fixed in iOS 11.1.1. To update to the latest version of iOS, go to Settings &gt; General &gt; Software Update and tap Download and Install. Make sure to back up your iPhone first: https://t.co/4f8hwT5to6"
gold_100,267778,"For the second time in 2 weeks,  the iOS11 update caused my phone to stop working. Guess I'll be making another to the @115858 store.",@179848 What's going on with your iPhone? We'd like to provide any help we can. DM us. https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.8209,strong,1.0,auto_handle,The intent is considered low-risk and both classification confidence and historical evidence exceed the fixed handling thresholds.,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,3,"For the second time in 2 weeks, the iOS11 update caused my phone to stop working. Guess I'll be making another to the @115858 store.",@179848 What's going on with your iPhone? We'd like to provide any help we can. DM us. https://t.co/GDrqU22YpT
gold_107,2138800,I️ hate this thing. I️ also hate that I’m getting used it. @115858 I️ need you to fix this.,@629047 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,keyboard_input,auto_handle,"Keyboard, typing, or autocorrect issue.",keyboard_input,0.2432,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,I️ hate this thing. I️ also hate that I’m getting used it. @115858 I️ need you to fix this.,@629047 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
gold_113,2780646,@115858 needs to fix this whole I️ thing ASAP 🤦‍♀️,"@776608 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",keyboard_input,auto_handle,"Keyboard, typing, or autocorrect issue.",keyboard_input,0.3207,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 needs to fix this whole I️ thing ASAP 🤦‍♀️,"@776608 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6"
gold_115,2301169,@AppleSupport Do it again I️ didn’t get it,@667869  iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating. This page should help: https://t.co/80YRnjDFDk DM us if you run into any issues. https://t.co/GDrqU22YpT,keyboard_input,auto_handle,"Keyboard, typing, or autocorrect issue.",hardware_device,0.5521,weak,0.2727,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport How can I do it?,@550404 Sorry for any confusion! What is the exact iOS version running on your iPhone? Send us a DM by clicking on the link below: https://t.co/GDrqU22YpT
gold_123,1953089,@AppleSupport Noooo. You know it’s the new update. Enough people have complained.,@579887 How many times do you charge your device in a day? Which version of iOS 11 are you using? Let us know via DM. https://t.co/GDrqU22YpT,battery_charging,escalate,"Battery, charging, or battery-life issue.",software_update,0.8082,strong,1.0,auto_handle,The intent is considered low-risk and both classification confidence and historical evidence exceed the fixed handling thresholds.,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,3,@AppleSupport Noooo. You know it’s the new update. Enough people have complained.,@579887 How many times do you charge your device in a day? Which version of iOS 11 are you using? Let us know via DM. https://t.co/GDrqU22YpT
gold_124,2113912,@115858 please fix the glitch on the iPhone. I am sick of question mark boxes!,@623263 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,keyboard_input,auto_handle,"Keyboard, typing, or autocorrect issue.",keyboard_input,0.3019,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 please fix the glitch on the iPhone. I am sick of question mark boxes!,@623263 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
gold_125,1000010,@AppleSupport Does this mean I don’t have to back my old phone up?,"@136103 You'll still want a backup to bring everything over, but Automatic Setup makes switching to a new device quick and easy.",other,auto_handle,Insufficient context or a general/novel issue.,hardware_device,0.3287,moderate,0.341,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport What does this mean https://t.co/6oI0Ij8OuY,@324682 Let's look into this further over DM. Please message us there: https://t.co/GDrqU22YpT
gold_137,1752043,@AppleSupport Okay... Thank you... so I can just ignore the email?,"@527846 You're welcome! If you provided any info, check to be sure your Apple ID is secure. This will help: https://t.co/ufbG3Gx5bq",account_icloud,auto_handle,"Apple ID, iCloud, authentication, or account-security issue.",hardware_device,0.5988,strong,0.6205,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Okay thank you so much,@668729 No problem. Feel free to reach out if you have any other questions.
gold_138,2686672,@AppleSupport Tried iTunes restore and now it’s working fine. Thanks for the support.,@755512 We're very happy that you were able to resolve it. Don't ever hesitate if you have any questions or concerns.,other,auto_handle,Insufficient context or a general/novel issue.,hardware_device,0.4364,moderate,0.3696,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Now it’s Working,@202197 That's great! Please feel free to reach back out if you have any other issues.
gold_147,1552171,"@AppleSupport Yeah, didn’t work. Software update?",@480274 We'd like to take a closer look. Please DM us your current iOS version and we'll go from there. https://t.co/GDrqU2kzhr,software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.9132,strong,1.0,auto_handle,The intent is considered low-risk and both classification confidence and historical evidence exceed the fixed handling thresholds.,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,3,"@AppleSupport Yeah, didn’t work. Software update?",@480274 We'd like to take a closer look. Please DM us your current iOS version and we'll go from there. https://t.co/GDrqU2kzhr
gold_148,1057999,@AppleSupport Thanks I will the updates,@369803 You're welcome! Let us know if you have any questions while updating. We're happy to help every step of the way.,software_update,auto_handle,Issue is directly related to an operating-system update or version.,software_update,0.3999,moderate,0.4105,escalate,Intent classification confidence is below the safe handling threshold. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Thanks :),@393436 It is our pleasure. We hope you have a great day!
gold_150,103148,@AppleSupport Omg yesss thank you !!!!,@138689 You're very welcome. Please let us know if you have any additional questions. We're happy to help. Have a great evening!,other,auto_handle,Insufficient context or a general/novel issue.,hardware_device,0.7874,strong,0.6261,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Omg SEE,@477027 We want to help. Try the steps in this article: https://t.co/xU1AGHStV6 Then DM us if you still need us. https://t.co/GDrqU22YpT
gold_151,1596632,@AppleSupport I got the latest update,@490505 OK.  Let's take this conversation to DM. https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.9389,strong,0.5737,auto_handle,The intent is considered low-risk and both classification confidence and historical evidence exceed the fixed handling thresholds.,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,3,@AppleSupport I got the iPhone 6s,@201082 Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
gold_152,1614437,@AppleSupport Yes I did thank you,@495208 You're most welcome. Let us know if you have any other questions!,other,auto_handle,Insufficient context or a general/novel issue.,hardware_device,0.8645,strong,0.8415,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Yes i did,@330326 Got it. Does the word unknown appear as the Caller ID or is it just showing the phone number? DM the answer. https://t.co/GDrqU22YpT
gold_153,119522,Why the website doesn’t work?! @115858 @AppleSupport,@142518 Hi there. Which site are you trying to visit? Have you tried a different browser? Let us know.,apps_services,auto_handle,Application or Apple service functionality issue.,hardware_device,0.4702,moderate,0.371,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 Hey. Why the fuck doesn’t “I️” work? 👀,@513889 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
gold_155,2024949,@AppleSupport wtf is this shit ⬆️,@598843 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,keyboard_input,auto_handle,"Keyboard, typing, or autocorrect issue.",hardware_device,0.7945,strong,0.7573,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,Bro @AppleSupport wtf is this “ I️ “ shit,@467485 Let's take a look into this together. Which device and OS are we working with? Let us know in DM. https://t.co/GDrqU22YpT
gold_156,2067745,@115858  dont worry i fixed it,@611469 We're glad to see that you've got it covered! This article has great info on taking screenshots: https://t.co/iQkc2ZuaLN,other,auto_handle,Insufficient context or a general/novel issue.,hardware_device,0.2473,moderate,0.4404,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 WAIT I️ FIXED IT,"@672983 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. Follow the steps here: https://t.co/80YRnjDFDk"
gold_161,2691766,@AppleSupport #iOS version 11.0.1.,"@756671 Thank you. Let's begin our steps by backing up your iPhone and updating to iOS 11.1.2 and then test to see if we're still noticing the issue.
How to back up: https://t.co/4f8hwT5to6
Update the iOS software on your iPhone: https://t.co/80YRnjDFDk",software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.8605,strong,0.9488,auto_handle,The intent is considered low-risk and both classification confidence and historical evidence exceed the fixed handling thresholds.,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,3,@115858 @AppleSupport iOS version : 11.1.2,"@287016 We're happy to help with downloading your apps. Meet us in DM with more details, such as any errors messages you're getting and which country you're in, and we'll get started. https://t.co/GDrqU22YpT"
gold_165,449427,@AppleSupport iOS 11.1.2.. apps are updated too,@221512 Okay great. We can go ahead and take a further look in to this today. Send us a DM to continue. https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.9919,strong,1.0,auto_handle,The intent is considered low-risk and both classification confidence and historical evidence exceed the fixed handling thresholds.,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,3,@AppleSupport iOS 11.1.2.. apps are updated too,@221512 Okay great. We can go ahead and take a further look in to this today. Send us a DM to continue. https://t.co/GDrqU22YpT
