example_id,tweet_id,customer_text,next_agent_response,gold_intent,gold_action,gold_reason,model_intent,model_confidence,evidence_level,top_similarity,model_action,model_reason,model_reply,evidence_count,top_evidence_customer,top_evidence_response
gold_017,489673,"Help me Apple!!!!!  

Every time I go onto a app the app crashes is there anyway to fix this? @AppleSupport","@231625 We'd love to help. Can you DM us your complete software version from Settings &gt; General &gt; About, next to version? https://t.co/GDrqU22YpT",apps_services,escalate,Application or Apple service functionality issue.,hardware_device,0.4731,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,Help me Apple!!!!! Every time I go onto a app the app crashes is there anyway to fix this? @AppleSupport,"@231625 We'd love to help. Can you DM us your complete software version from Settings &gt; General &gt; About, next to version? https://t.co/GDrqU22YpT"
gold_018,1623351,@115858 fix my fucking phone bro i updated it to the latest software &amp; its still tweakin,@497274 We'd love to help! This article goes over a workaround for this issue: https://t.co/xXaXeeSRt9,software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.7564,strong,1.0,escalate,Software-update issues require higher classification confidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 fix my fucking phone bro i updated it to the latest software &amp; its still tweakin,@497274 We'd love to help! This article goes over a workaround for this issue: https://t.co/xXaXeeSRt9
gold_019,291822,@AppleSupport I did restart after I sent this and it fixed it. Will inform Apple if I have the problem again. Thank you.,@185496 Great.  Glad it is working now.,other,auto_handle,Insufficient context or a general/novel issue.,hardware_device,0.5247,weak,0.2566,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,"@AppleSupport Thank you, it's fixed",@725022 We are happy to hear it's fixed. Please feel free to reach out if you need us in the future.
gold_020,257732,@AppleSupport Being told my iCloud storage may be downgraded but card payment processing is temporarily down and I can’t re-confirm my card.,@177309 You’ve come to the right place! We have a team of iTunes Store experts who you can reach out to here: https://t.co/SDIe7UiyJN,purchases_billing,escalate,"Purchase, subscription, payment, refund, or billing issue.",account_icloud,0.7747,weak,0.2294,escalate,The 'account_icloud' intent is designated as high-risk and requires human review. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,@AppleSupport why can't I use my card to buy more iCloud storage on my card when I'm on family sharing? Am I missing something??,"@585429 On Family Sharing, what you buy is charged to the organizer's card, unless you have store credit. More here: https://t.co/dmLzCj6kTP"
gold_021,2398045,"What the hell is wrong with iPhone batteries now?! Unplugged it at 6.00, 45 minutes later I pick it up and battery is 65%. Haven’t even used it! Is this @115858 ‘s way of getting me to buy an X?","@690142 Let's find out what's going on. Do you know what version of the iOS is on the device?  If not, you can check under Settings &gt; General &gt; About &gt; Version.  Let us know in Direct Message and we'll take a look. https://t.co/GDrqU22YpT",battery_charging,escalate,"Battery, charging, or battery-life issue.",battery_charging,0.5344,weak,0.2803,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,What the hell is wrong with iOS 11.1.1 @AppleSupport https://t.co/HG1JYlzwPs,@646732 That's an unexpected behavior. Let's dive into this issue together. Send us a DM and we'll get started. https://t.co/GDrqU22YpT
gold_022,2014030,"@115858 purchased your fancy new phone on the first day, and now can’t type the letter “eye” in texts or emails...please fix ASAP!!!!",@595532 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,keyboard_input,auto_handle,"Keyboard, typing, or autocorrect issue.",purchases_billing,0.587,moderate,0.3124,escalate,The 'purchases_billing' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport I️ can’t type the letter “I️”.,@464524 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
gold_023,2508168,@115858 @AppleSupport I️ want you to fix my I️ phone so I️ can write things with my Installed keyboard that make sense.,"@249053 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",keyboard_input,auto_handle,"Keyboard, typing, or autocorrect issue.",keyboard_input,0.6399,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 @AppleSupport I️ want you to fix my I️ phone so I️ can write things with my Installed keyboard that make sense.,"@249053 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6"
gold_024,2584338,My phone is TRIPPEN! @115858 we about to fight.,@732338 We'd love to help with your iPhone! Which version of iOS are you currently updated to?  Could you tell us a bit about how it's behaving?,other,escalate,Insufficient context or a general/novel issue.,software_update,0.187,moderate,0.4055,escalate,Intent classification confidence is below the safe handling threshold. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@299769 @115858 My contacts gone too‼️‼️‼️ I'm ready to fight wtf,"@299768 We'd like to understand more about this. DM us which country you're in, and we'll take a look. https://t.co/GDrqU22YpT"
gold_025,1261297,@AppleSupport please fix the lock screen/music bug on iOS 11.0.3,@415476 We'd like to help. Which app are you playing music with when this happens? Does this persist after rebooting your device?,apps_services,escalate,Application or Apple service functionality issue.,hardware_device,0.5476,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport please fix the lock screen/music bug on iOS 11.0.3,@415476 We'd like to help. Which app are you playing music with when this happens? Does this persist after rebooting your device?
gold_026,2404864,Day 70 something of apples terrible freezing IOS11 software and today I can’t even tell the time. #dontbuyapple @AppleSupport @115858 https://t.co/mhIe29ATnH,@416680 We'd like to look into this with you. Could you join us in DM with more info? https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.5272,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold. Software-update issues require higher classification confidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,Day 70 something of apples terrible freezing IOS11 software and today I can’t even tell the time. #dontbuyapple @AppleSupport @115858 https://t.co/mhIe29ATnH,@416680 We'd like to look into this with you. Could you join us in DM with more info? https://t.co/GDrqU22YpT
gold_027,1674734,Hey @115858 iPhone gurus. Is there ANY way to get rid of this stupid screen when my phone goes sideways? It's absolutely useless. https://t.co/i0tlyj0oGv,"@509555 Hey there! Do you see the keyboard icon in the bottom right corner? If you select that, you'll have a horizontal keyboard again.",keyboard_input,auto_handle,"Keyboard, typing, or autocorrect issue.",hardware_device,0.2471,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,Hey @115858 iPhone gurus. Is there ANY way to get rid of this stupid screen when my phone goes sideways? It's absolutely useless. https://t.co/i0tlyj0oGv,"@509555 Hey there! Do you see the keyboard icon in the bottom right corner? If you select that, you'll have a horizontal keyboard again."
gold_028,1531340,Dose anyone know why my iPhone is doing this? @115858 @AppleSupport https://t.co/aNEmQfHeHQ,@475065 Help is on the way. Send us a DM to get started. https://t.co/GDrqU22YpT,hardware_device,escalate,General device hardware or device-function problem.,hardware_device,0.5558,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,Dose anyone know why my iPhone is doing this? @115858 @AppleSupport https://t.co/aNEmQfHeHQ,@475065 Help is on the way. Send us a DM to get started. https://t.co/GDrqU22YpT
gold_029,2284114,"@AppleSupport Hello, I need to set up a reminder in my calendar but I’m not able to push the + button. Not sure how to fix it. Thanks https://t.co/u8kmzYjldJ","@391772 Thanks for reaching out about this!  We'd love to help.  Which device is this occurring on?  What iOS version is it running?  Finally, does this persist after you restart it? https://t.co/GDrqU22YpT",apps_services,escalate,Application or Apple service functionality issue.,hardware_device,0.4822,moderate,0.3018,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport hello I need help,@488463 We've got your DM and will continue with you there. Be on the lookout for our reply. Thanks!
gold_030,2572044,@AppleSupport I get duplicated messages from non apple iPhone users. Why?,"@729347 Does this happen with more than one sender? Which iOS software version are you using? If you restart, does that help? DM us and let us know: https://t.co/GDrqU22YpT",messaging,escalate,"Messages, SMS, iMessage, or voicemail communication issue.",messaging,0.9053,weak,0.2416,escalate,There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Messages from other people.,@293275 OK. This means that they have not updated their phones to the most recent version of iOS.
gold_031,164221,Hey @AppleSupport my Messages App crushes every time when I want to open it. I tried everything. I’ve reboot my iPhone 5S and i have the latest iOS. What should i do?,"@154036 Thanks for reaching out to us for support. When you have a free moment, can you please tell us when you first noticed this issue on your device?",messaging,escalate,"Messages, SMS, iMessage, or voicemail communication issue.",messaging,0.7953,weak,0.2726,escalate,There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport What should I do?,"@186353 No worries, we've got your back. Please DM us and we'll continue to assist you from there. https://t.co/GDrqU22YpT"
gold_032,2448393,@AppleSupport i updated the latest version a few days ago. https://t.co/dgKAnoODU5,"@701601 Thanks. Send us a DM, and we’ll take a closer look into this. https://t.co/GDrqU22YpT",software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.6709,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold. Software-update issues require higher classification confidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport i updated the latest version a few days ago. https://t.co/dgKAnoODU5,"@701601 Thanks. Send us a DM, and we’ll take a closer look into this. https://t.co/GDrqU22YpT"
gold_033,2247019,@AppleSupport What the heck? Type it and it forces “I.T”. Did your QA team take the last two releases off?,"@654841 We're ready to help you get this sorted. First, let's verify which version of iOS you have installed. You can find this at Settings &gt; General &gt; About. Please let is know what you find in DM. https://t.co/GDrqU22YpT",keyboard_input,escalate,"Keyboard, typing, or autocorrect issue.",hardware_device,0.3229,moderate,0.3157,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport what the heck?! https://t.co/EyfN4546O5,@592755 Thanks for contacting us today. Check out our article here: https://t.co/xU1AGHStV6 DM us any other questions. https://t.co/GDrqU22YpT
gold_034,788866,@AppleSupport Yes lt does. Stil there after reboot and hard reset,@308116 Let’s look into this in more detail. Reach out to us in DM and we will help. https://t.co/GDrqU22YpT,other,escalate,Insufficient context or a general/novel issue.,hardware_device,0.5118,weak,0.2563,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Yes,@212459 Have you tried a second charging cable or power block? That'll help us isolate this down even further.
gold_035,1822709,#Apple #iOS11 riddled with bugs! What happened @115858 ?? Where’s the quality product loyal customers expected of you??,@547178 We're here to help. DM us details about the issues you're experiencing with your iOS device and we'll get started. https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.4673,none,0.0,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,,
gold_036,813306,@AppleSupport It is yeah and I can't use it it's just completely stopped working,"@313803 Thanks.  Could you let us know the iPhone, and exact iOS version you are running?  You can see at Settings &gt; General &gt; About.",hardware_device,escalate,General device hardware or device-function problem.,hardware_device,0.4551,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport It is yeah and I can't use it it's just completely stopped working,"@313803 Thanks. Could you let us know the iPhone, and exact iOS version you are running? You can see at Settings &gt; General &gt; About."
gold_037,2109878,"Dear @118936 and @AppleSupport , our listeners cannot leave 5-star comments on Itunes for supporting our podcast (Ekipio - podcast). Any idea ?
 #ekipiogate",@622451 We'd like to take a deeper look into this with you. Go ahead and DM us and we'll be glad to follow up with you there. https://t.co/GDrqU22YpT,purchases_billing,escalate,"Purchase, subscription, payment, refund, or billing issue.",hardware_device,0.3086,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,"Dear @118936 and @AppleSupport , our listeners cannot leave 5-star comments on Itunes for supporting our podcast (Ekipio - podcast). Any idea ? #ekipiogate",@622451 We'd like to take a deeper look into this with you. Go ahead and DM us and we'll be glad to follow up with you there. https://t.co/GDrqU22YpT
gold_038,1335419,I HATE my fucking @115858 iphone! locked out. too many accounts and passwords and passcodes.  Never had to put passed in phone before this 1,@431529 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,account_icloud,escalate,"Apple ID, iCloud, authentication, or account-security issue.",account_icloud,0.4423,none,0.0,escalate,The 'account_icloud' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,,
