example_id,tweet_id,customer_text,next_agent_response,gold_intent,gold_action,gold_reason,model_intent,model_confidence,evidence_level,top_similarity,model_action,model_reason,model_reply,evidence_count,top_evidence_customer,top_evidence_response
gold_034,788866,@AppleSupport Yes lt does. Stil there after reboot and hard reset,@308116 Let’s look into this in more detail. Reach out to us in DM and we will help. https://t.co/GDrqU22YpT,other,escalate,Insufficient context or a general/novel issue.,hardware_device,0.5118,weak,0.2563,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Yes,@212459 Have you tried a second charging cable or power block? That'll help us isolate this down even further.
gold_037,2109878,"Dear @118936 and @AppleSupport , our listeners cannot leave 5-star comments on Itunes for supporting our podcast (Ekipio - podcast). Any idea ?
 #ekipiogate",@622451 We'd like to take a deeper look into this with you. Go ahead and DM us and we'll be glad to follow up with you there. https://t.co/GDrqU22YpT,purchases_billing,escalate,"Purchase, subscription, payment, refund, or billing issue.",hardware_device,0.3086,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,"Dear @118936 and @AppleSupport , our listeners cannot leave 5-star comments on Itunes for supporting our podcast (Ekipio - podcast). Any idea ? #ekipiogate",@622451 We'd like to take a deeper look into this with you. Go ahead and DM us and we'll be glad to follow up with you there. https://t.co/GDrqU22YpT
gold_039,2943321,pop up volume box when we are scrolling down into the list of playing next and can't see the one from the top with the now playing @115858,@813131 Let's see why that volume box is popping up at that time. Which device are you using? Are you pressing the volume buttons while scrolling down your list?,apps_services,escalate,Application or Apple service functionality issue.,hardware_device,0.1632,weak,0.2708,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport how do I get to the Now Playing screen of watchOS without installing the Now Playing complication?,@550723 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT
gold_040,291794,@AppleSupport 6S Plus. Same thing happened during betas and I reported it too. I have to restart my phone every time,@185487 Thanks. Does this only seem to happen while in the Clock app or are you noticing it in other apps as well?,apps_services,escalate,Application or Apple service functionality issue.,hardware_device,0.5104,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport 6S Plus. Same thing happened during betas and I reported it too. I have to restart my phone every time,@185487 Thanks. Does this only seem to happen while in the Clock app or are you noticing it in other apps as well?
gold_041,1805508,Hey @115858 ever since I’ve downloaded iOS 11 my alarms have not gone off several times help,@542494 We're here to help. What is the exact version of iOS 11 that you are running? Find this in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,apps_services,escalate,Application or Apple service functionality issue.,software_update,0.7936,moderate,0.3829,escalate,Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport ever since I’ve downloaded IOS 11 on my iPhone 7 my phone has gone down hill with connection,@613156 We're here to help with any issues you maybe having. Provide a description of the issue to us in a DM using this link: https://t.co/GDrqU22YpT
gold_042,2322480,"30s of white Apple..... 
@AppleSupport @115858 my 6s turned to a brick, is it a signal for me to change to #iphoneX? https://t.co/QuIGK6LSZB",@672972 We can understand wanting your iPhone to turn on so you can actually use it. Let’s start with the troubleshooting listed here: https://t.co/8MvHMFZ83h DM us if you’re still having issues after completing the steps. https://t.co/GDrqU22YpT,hardware_device,escalate,General device hardware or device-function problem.,connectivity_calls,0.1795,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold. Connectivity issues require higher classification confidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,"30s of white Apple..... @AppleSupport @115858 my 6s turned to a brick, is it a signal for me to change to #iphoneX? https://t.co/QuIGK6LSZB",@672972 We can understand wanting your iPhone to turn on so you can actually use it. Let’s start with the troubleshooting listed here: https://t.co/8MvHMFZ83h DM us if you’re still having issues after completing the steps. https://t.co/GDrqU22YpT
gold_043,2485820,"@AppleSupport I’m getting video freezes on my @917 and @126972 videos on my iPhone 7 Plus.  It freezes with audio continuing, then video either catches up or is running behind the audio.  Very frustrating !!","@524179 You should be able to play your videos as expected. We're more than happy to help. Does this persist after force quitting the apps, or rebooting the iPhone 7 Plus? Are you connected via Wi-Fi?  Also, what's the version of iOS installed in Settings &gt; General &gt; About?",apps_services,escalate,Application or Apple service functionality issue.,hardware_device,0.2984,weak,0.2179,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,@AppleSupport having an issue where Youtube freezes on almost every video. The audio keeps playing but the video freezes and remains freezed even when locked and after like 10 seconds unlock and works again. Tried restarting already. Running iOs 11.1.2 on iPhone 7. Any fixes?,"@710057 We can certainty partner with you to figure this out. Since your iPhone is running the latest iOS version, we also want to make sure YouTube is up-to-date as a first step."
gold_044,609760,@264963 @264964 @AppleSupport Me vuelve loca. Y quiero mi batería. Y volver al 10 😡,@264962 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,software_update,escalate,Issue is directly related to an operating-system update or version.,hardware_device,0.4462,weak,0.2505,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@681635 @AppleSupport Me too 😂😂😂,"@682691 We'd be happy to look into this. To confirm, you have updated to iOS 11.1.1 but are still experiencing autocorrect issues, correct? Please DM us here: https://t.co/GDrqU22YpT"
gold_046,554847,@AppleSupport #iphoneproblems In the 14/9 store  on my genius bar appt. iphone 6s started freezing and acting wacky. Too soon to upgrade,@249514 Let's take a look into what's going on with your iPhone. DM us your country to continue. https://t.co/GDrqU22YpT,hardware_device,escalate,General device hardware or device-function problem.,repair_support,0.9288,strong,1.0,escalate,The 'repair_support' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,@AppleSupport #iphoneproblems In the 14/9 store on my genius bar appt. iphone 6s started freezing and acting wacky. Too soon to upgrade,@249514 Let's take a look into what's going on with your iPhone. DM us your country to continue. https://t.co/GDrqU22YpT
gold_047,1399389,"@AppleSupport I’m talking about the apps inside app store. Before iOS 11, there was a list of them",@445396 Please send us a DM and we can follow up with you there. https://t.co/GDrqU22YpT,apps_services,escalate,Application or Apple service functionality issue.,software_update,0.4612,weak,0.2289,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 ya see wtf I️m talking about ?? https://t.co/lL4yskgr4Y,@513224 Let's continue within DM here: https://t.co/GDrqU22YpT
gold_048,1925407,@AppleSupport what is this we’ve reserved a phone for you message when is my ship date,@573083 We'd be happy to look into this with you. Please DM us more details on where you're receiving this message. We'll help there. https://t.co/GDrqU22YpT,purchases_billing,auto_handle,"Purchase, subscription, payment, refund, or billing issue.",messaging,0.5792,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport what is this we’ve reserved a phone for you message when is my ship date,@573083 We'd be happy to look into this with you. Please DM us more details on where you're receiving this message. We'll help there. https://t.co/GDrqU22YpT
gold_050,1851129,Really need @AppleSupport right now. So bloody confused about my family Apple Music accounts. Need help,@554098 We know it's important to enjoy your music and understand how Apple Music works. We'd be happy to help out. Let's meet in DM. https://t.co/GDrqU2kzhr,apps_services,escalate,Application or Apple service functionality issue.,account_icloud,0.3519,weak,0.25,escalate,The 'account_icloud' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ need help.,@516534 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
gold_051,2805151,"Mas olha, não aguento mais meu celular vibrando toda vez que atualiza os e-mails em segundo plano, alô @AppleSupport como desativa isso?","@782406 Since our Twitter support is available in English, get help at https://t.co/IBIY3w3RGR or join https://t.co/pvaOFg6Mb1",apps_services,escalate,Application or Apple service functionality issue.,hardware_device,0.5124,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,"Mas olha, não aguento mais meu celular vibrando toda vez que atualiza os e-mails em segundo plano, alô @AppleSupport como desativa isso?","@782406 Since our Twitter support is available in English, get help at https://t.co/IBIY3w3RGR or join https://t.co/pvaOFg6Mb1"
gold_052,2732862,Can @115858 fix this thing I️ I️ I️ I️ I️ It’s extremely annoying,"@766035 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/4f8hwT5to6",keyboard_input,auto_handle,"Keyboard, typing, or autocorrect issue.",hardware_device,0.2967,moderate,0.3787,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@applesupport please fix this I️ thing it’s literally a nightmare,@467503 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
gold_054,2412423,"@693538 @115858 I️ did buy it!! It won’t download on my phone, computer worked fine. So irritating.","@693537 May we take a look?  If so, feel free to let us know what happens when you try to download the music.  For example, do you receive an error message?",purchases_billing,escalate,"Purchase, subscription, payment, refund, or billing issue.",hardware_device,0.1833,moderate,0.3371,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,"@AppleSupport the iOS 11.0.3 won’t download on my phone now, i’m continually pressing retry and it won’t download. now what?",@554294 check out the steps in this article for things to try when you're having issues updating: https://t.co/Ui1yTo6dM7
gold_055,2304904,Really disappointed with the battery life of the new software update on my iPhone 6 @115858 #ios11,"@668741 We understand that having a long-lasting battery is vital. Please navigate to Settings &gt; General &gt; About , DM us to let us know which version you are using. We’ll go from there. https://t.co/GDrqU22YpT",battery_charging,escalate,"Battery, charging, or battery-life issue.",software_update,0.5718,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold. Software-update issues require higher classification confidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,Really disappointed with the battery life of the new software update on my iPhone 6 @115858 #ios11,"@668741 We understand that having a long-lasting battery is vital. Please navigate to Settings &gt; General &gt; About , DM us to let us know which version you are using. We’ll go from there. https://t.co/GDrqU22YpT"
gold_059,2293066,@115858 Bro i can’t even spell “it” like I.T keeps coming up . I txt too fast to check that shit every time,@665900 Which device are you experiencing this issue on? Let us know via DM so we can take a closer look. https://t.co/GDrqU22YpT,keyboard_input,escalate,"Keyboard, typing, or autocorrect issue.",hardware_device,0.1557,weak,0.2843,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 I’m so annoyed I can’t even spell in*,"@669379 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6"
gold_061,816193,"Dear @115858, I ABHOR the iPhone 8. It sucks. 43% by 1:20 pm. That is all. #iphone #apple #iphone8","@314356 Reach out to us via DM, and we can work together on looking in to this from there. https://t.co/GDrqU22YpT",battery_charging,escalate,"Battery, charging, or battery-life issue.",software_update,0.1708,none,0.0,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,,
gold_063,188331,@AppleSupport Sorry for the delay busy day. I rebooted and Siri is still calling it the 10th of April,@160191 We'd like to know more. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT,apps_services,escalate,Application or Apple service functionality issue.,connectivity_calls,0.2613,moderate,0.3099,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Connectivity issues require higher classification confidence before automation. Connectivity issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Sorry. 11.1.1,@734398 Thanks! Join us in DM with more details. We're curious if you notice the iPhone behaving slow in certain apps or while performing certain functions. https://t.co/GDrqU22YpT
gold_064,2890648,@AppleSupport 11.1.1 was the letter “I” now 11.1.2 can’t run anything...please release a new iOS to fix this problem! I’m not the only one too! #shesbrok’,@801393 We want to help. Can you tell us more about what's going on with your iPhone? Are you unable to open apps?,apps_services,escalate,Application or Apple service functionality issue.,software_update,0.4817,weak,0.2498,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 I'm not the only one. https://t.co/lm3ALscoF2,@474337 We'd like to see what you're experiencing. Are you able to capture the blur with a screen recording? https://t.co/iOka2N34Y3
gold_070,883969,"@AppleSupport ok, hope in 10.0.4 ver. Can fix apps stuck or freeze. And volume goes down by itself.",@329913 We want to help. Reach out via DM using the link below. https://t.co/GDrqU22YpT,apps_services,escalate,Application or Apple service functionality issue.,hardware_device,0.2991,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,"@AppleSupport ok, hope in 10.0.4 ver. Can fix apps stuck or freeze. And volume goes down by itself.",@329913 We want to help. Reach out via DM using the link below. https://t.co/GDrqU22YpT
